,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,cluster
9046,spotify:track:7Ie9W94M7OjPoZVV216Xus,Not Afraid,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:album:47BiFcV59TQi2s9SkBo2pb,Recovery,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,2010-06-18,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,1,7,248133,https://p.scdn.co/mp3-preview/d4d9aa2c6b44dda05115e4e983e741caf4efde40?cid=9950ac751e34487dbbe027c4fd7f8e99,True,83,USUM71011769,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"detroit hip hop,hip hop,rap",0.855,0.954,0.0,-1.19,0.0,0.264,0.529,0.0,0.205,0.668,114.635,5.0,,Aftermath,"C © 2010 Aftermath Records, P ℗ 2010 Aftermath Records",1
9048,spotify:track:2SSYLcSiT7oImgsS8cPyQu,Hot Right Now (feat. RITA ORA) - Radio Edit,"spotify:artist:6r20qOqY7qDWI0PPTxVMlC, spotify:artist:5CCwRZC6euC8Odo6y9X8jr","DJ Fresh, Rita Ora",spotify:album:5IqZHG6yO5SL6biWicPG3Y,Nextlevelism,spotify:artist:6r20qOqY7qDWI0PPTxVMlC,DJ Fresh,2012-09-28,https://i.scdn.co/image/ab67616d0000b273f36e1963b8fdcd13c531235b,1,2,182333,https://p.scdn.co/mp3-preview/29d78cc4f453d895e88ac5e748aa071423edc25c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,GBCEN1102199,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dancefloor dnb,drum and bass,uk dance,dance pop,pop,uk pop",0.524,0.972,4.0,-1.569,0.0,0.0431,0.00656,0.00058,0.224,0.476,175.017,4.0,,Ministry of Sound Recordings,P (P) 2012 Ministry of Sound Recordings Limited,2
9057,spotify:track:5xYC48nOppVemY6U5GRGTb,Memories (feat. Kid Cudi),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","David Guetta, Kid Cudi",spotify:album:5DJc5qCdB5pPrDO97LXjeW,One More Love,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2010-11-22,https://i.scdn.co/image/ab67616d0000b273f45c50e7cff5f2376c1e36ea,1,4,210853,https://p.scdn.co/mp3-preview/6c04f93a63302a3547cfab47150b2dc3a0bddf94?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,FRZID0900480,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance,hip hop,ohio hip hop,pop rap,rap",0.546,0.916,8.0,-3.932,1.0,0.255,0.00144,4.34e-06,0.251,0.375,129.983,4.0,,Parlophone (France),"C © 2010 Gum Prod licence exclusive Parlophone Music France, P ℗ 2010 Gum Prod licence exclusive Parlophone Music France",2
9067,spotify:track:1OU4E4HiVjdak0mL4blVWT,Minefields,"spotify:artist:5NhgsV7qPWHZqYEMKzbYvo, spotify:artist:5y2Xq6xcjJb2jVM54GHK3t","Faouzia, John Legend",spotify:album:6Pp5U1A6z6OogrtQEL5Q89,Minefields,"spotify:artist:5NhgsV7qPWHZqYEMKzbYvo, spotify:artist:5y2Xq6xcjJb2jVM54GHK3t","Faouzia, John Legend",2020-11-05,https://i.scdn.co/image/ab67616d0000b273392d8760b03f0e926d66f82d,1,1,190605,https://p.scdn.co/mp3-preview/7f757fce5bb6b80809fe02a07954af59880773b6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USAT22006815,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alt z,canadian pop,neo soul,pop,pop soul,urban contemporary",0.476,0.686,1.0,-5.019,0.0,0.11,0.183,0.0,0.0997,0.243,152.617,4.0,,Faouzia Music 2020,"C Atlantic Recording Corporation, © 2020 Artist Partner Group, Inc., P Atlantic Recording Corporation, ℗ 2020 Artist Partner Group, Inc.",2
9068,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,Some Say - Felix Jaehn Remix,"spotify:artist:7nqlScm2smydSRl13eaP8E, spotify:artist:4bL2B6hmLlMWnUEZnorEtG","Nea, Felix Jaehn",spotify:album:3HE3e3QqmuhAsxcJGtxyEr,Some Say (Felix Jaehn Remix),"spotify:artist:7nqlScm2smydSRl13eaP8E, spotify:artist:4bL2B6hmLlMWnUEZnorEtG","Nea, Felix Jaehn",2020-01-10,https://i.scdn.co/image/ab67616d0000b27321ab644b278ea98399ae17c5,1,1,186878,https://p.scdn.co/mp3-preview/00847ca0dbe476619f2d716b888141a598ad1517?cid=9950ac751e34487dbbe027c4fd7f8e99,False,72,SEBGA1902742,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"scandipop,edm,german dance,pop dance,tropical house",0.682,0.7,6.0,-5.591,1.0,0.0397,0.406,0.0,0.174,0.637,120.03,4.0,,Milkshake,"P (P) 2020 Kookie Diamond and Linnea Södahl under exclusive license to Milkshake, a division of Sony Music Entertainment Sweden AB",1
9071,spotify:track:7MYX0Vu0uMjVLCiy804sdX,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"spotify:artist:00FQb4jTyendYWaN8pK0wa, spotify:artist:4Wjf8diP59VmPG7fi4y724","Lana Del Rey, Cedric Gervais",spotify:album:2vFyRm6ZrYI7ravDNolYsr,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),"spotify:artist:00FQb4jTyendYWaN8pK0wa, spotify:artist:4Wjf8diP59VmPG7fi4y724","Lana Del Rey, Cedric Gervais",2013-02-01,https://i.scdn.co/image/ab67616d0000b273646dad66629e45c839341886,1,1,214912,https://p.scdn.co/mp3-preview/9f7bcc0561d385b41853058d5e0a354b3cbe0ff7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,GBUM71304610,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"art pop,pop,edm,electro house,pop dance,progressive electro house,progressive house",0.572,0.81,1.0,-5.791,0.0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,4.0,,Polydor Records,"C © 2013 Lana Del Rey, under exclusive licence to Polydor Ltd. (UK) / Interscope Records in the USA. Released in Australia & New Zealand through Universal Music Australia / Ministry of Sound Australia, P ℗ 2013 Lana Del Rey, under exclusive licence to Polydor Ltd. (UK) / Interscope Records in the USA. Released in Australia & New Zealand through Universal Music Australia / Ministry of Sound Australia",2
9076,spotify:track:1yf3K4e74VM6egV7QDhXyz,When We Were Young,"spotify:artist:09NYzWfQlunWS3XBZFaDEC, spotify:artist:1hlXIybvN1I8r3ooBEkYRh","Andy Black, Juliet Simms",spotify:album:3vpUxVKjm32bKN7c3LkNxU,"Punk Goes Pop, Vol. 7",spotify:artist:05DSiNi8z8w8iXz34JfHse,Punk Goes,2017-07-14,https://i.scdn.co/image/ab67616d0000b273cc2ca6b486b9eab3dcf68412,1,5,285506,https://p.scdn.co/mp3-preview/e1f6c6a59fba1b5a107d164058455d6b26c9fd36?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,US5261722636,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pixie,deep talent show",0.413,0.605,11.0,-6.275,1.0,0.0298,0.136,7.25e-06,0.113,0.356,141.842,4.0,,Fearless Records,"C © 2017 Fearless Records, a division of Concord Music Group, Inc., P ℗ 2017 Fearless Records, a division of Concord Music Group, Inc.",2
9077,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,spotify:album:5letLUZIFsQikJYShfGNs4,The Beginning: Cupid,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,2023-02-24,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,1,2,174253,https://p.scdn.co/mp3-preview/af5c16d4c69be9b3278e7079d5aab14aa425127b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,97,KSA012239181,spotify:user:bradnumber1,2023-06-06T09:13:21Z,k-pop girl group,0.783,0.592,11.0,-8.332,0.0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,4.0,,WM Korea,"C © 2023 ATTRAKT under exclusive license to Warner Music Korea, P ℗ 2023 ATTRAKT under exclusive license to Warner Music Korea",1
9081,spotify:track:1MzXFDFEdndvOReLnoZ0p7,Wiggle (feat. Snoop Dogg),"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:7hJcb9fa4alzcOq3EaNPoG","Jason Derulo, Snoop Dogg",spotify:album:45WiY2DUJyqbIKfHnQo4lN,Tattoos (Special Edition),spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,2013-09-10,https://i.scdn.co/image/ab67616d0000b273341bcc4171814393eb34a2bf,1,12,193295,https://p.scdn.co/mp3-preview/b1d1ab725a181b112a275db230ed8ad94eb4f33b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,USWB11400672,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,g funk,gangster rap,hip hop,pop rap,rap,west coast rap",0.697,0.621,9.0,-6.886,0.0,0.25,0.0802,0.0,0.162,0.721,81.946,4.0,,Beluga Heights/Warner Records,"C © 2014 Warner Records Inc., P ℗ 2014, 2013 Warner Records Inc.",1
9084,spotify:track:1RSBK5VWdjPjHEmRhAkS4Q,Sacrifice,spotify:artist:64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,spotify:album:1Ty6uDLjv7qCgEe9ABx9dj,Sacrifice,spotify:artist:64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,2021-03-05,https://i.scdn.co/image/ab67616d0000b273b8cfdd1d51bebe09a9f5f63f,1,1,160871,https://p.scdn.co/mp3-preview/0fbda516d91d3d6d609f2340bdacc24633ed7ffa?cid=9950ac751e34487dbbe027c4fd7f8e99,False,62,USWB12100011,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.659,0.877,11.0,-5.089,0.0,0.0288,0.0878,0.0,0.094,0.471,119.992,4.0,,Warner Records,"C © 2021 Warner Records Inc., P ℗ 2021 Warner Records Inc.",1
9089,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,"spotify:artist:7f5Zgnp2spUuuzKplmRkt7, spotify:artist:6ydoSd3N2mwgwBHtF6K7eX","Lost Frequencies, Calum Scott",spotify:album:5YrOK7zze6egKg9a8WRcnD,Where Are You Now,"spotify:artist:7f5Zgnp2spUuuzKplmRkt7, spotify:artist:6ydoSd3N2mwgwBHtF6K7eX","Lost Frequencies, Calum Scott",2021-07-30,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,1,1,148197,https://p.scdn.co/mp3-preview/e2646d5bc8c56e4a91582a03c089f8038772aecb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,89,BEHP42100067,spotify:user:bradnumber1,2021-11-20T11:36:45Z,"belgian edm,edm,pop dance,tropical house,pop",0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,4.0,,Epic Amsterdam,"P (P) 2021 Lost & Cie Music SPRL exclusively licensed to Epic Amsterdam, with courtesy of Sony Music Entertainment Belgium NV/SA",0
9090,spotify:track:1e8PAfcKUYoKkxPhrHqw4x,Someone You Loved - Future Humans Remix,"spotify:artist:4GNC7GD6oZMSxPGyXy4MNB, spotify:artist:4BXM7ghfjufutCDfJfXdIl","Lewis Capaldi, Future Humans",spotify:album:7m7vv9wlQ4i0LFuJiE2zsQ,Someone You Loved (Future Humans Remix),spotify:artist:4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,2019-03-05,https://i.scdn.co/image/ab67616d0000b273ccbbc243b809803ac62ad49a,1,1,189052,https://p.scdn.co/mp3-preview/bb6345ea2bd4efa6aab6ed04470d9de437dd65ee?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,DEUM71901232,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,uk pop",0.65,0.833,1.0,-4.672,1.0,0.0359,0.0803,0.0,0.0833,0.725,123.976,4.0,,Vertigo Berlin,"C © 2019 Universal Music GmbH, P ℗ 2019 Universal Music GmbH",1
9095,spotify:track:5rEvuW4YhwobKwGL1HPrXA,Let Her Go,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,Passenger,spotify:album:6WBDLlICqs6YmZPBQJKsKM,All the Little Lights (Deluxe Version),spotify:artist:0gadJ2b9A4SKsB1RFkBb66,Passenger,2013-11-29,https://i.scdn.co/image/ab67616d0000b273a33fbb9eb10dde8b0e14757a,1,2,252733,https://p.scdn.co/mp3-preview/603436aecbacc822f0244488a512c00971f783f7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,75,GBMQN1100004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"folk-pop,neo mellow",0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,4.0,,Black Crow Records,"C 2013 Black Crow Records, P 2013 Black Crow Records",0
9096,spotify:track:5ddXMXmXZ2FN4iliTG20nO,Emoji of a Wave,spotify:artist:0hEurMDQu99nJRq8pTxO14,John Mayer,spotify:album:0jZFu2tihRJ65iYAo0oOtP,The Search for Everything,spotify:artist:0hEurMDQu99nJRq8pTxO14,John Mayer,2017-04-14,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4,1,2,239666,https://p.scdn.co/mp3-preview/596c5b349007d3af887c01bc38bc9972be7e89a1?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,USSM11701557,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo mellow,singer-songwriter",0.494,0.365,11.0,-8.92,1.0,0.0279,0.772,0.000961,0.139,0.191,165.764,4.0,,Columbia,"P (P) 2017 Columbia Records, a Division of Sony Music Entertainment",0
9097,spotify:track:5qrSlOut2rNAWv3ubArkNy,Be Alright,spotify:artist:3QSQFmccmX81fWCUSPTS7y,Dean Lewis,spotify:album:61G7KL6rpj167r6H4CzS8C,A Place We Knew,spotify:artist:3QSQFmccmX81fWCUSPTS7y,Dean Lewis,2019-03-22,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247,1,6,196493,https://p.scdn.co/mp3-preview/f6a555e84780714c22c0685e5c8866f4bb877a3d?cid=9950ac751e34487dbbe027c4fd7f8e99,True,81,AUUM71800255,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian pop,pop",0.551,0.537,11.0,-7.595,1.0,0.034,0.705,0.0,0.0802,0.493,126.421,4.0,,Universal Music Australia Pty. Ltd.,"C © 2019 Universal Music Australia Pty Ltd., P ℗ 2019 Universal Music Australia Pty Ltd.",0
9098,spotify:track:5MeZ3VxmtSv1O8PcekvLTn,Boom Boom Pow,spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,spotify:album:5qf9TEgsN87fxwEKsJP2vu,The Beginning & The Best Of The E.N.D.,spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,2011-01-01,https://i.scdn.co/image/ab67616d0000b27308c63cf0aa88f47866a9df01,2,1,251426,https://p.scdn.co/mp3-preview/cf823925e9e910dabd1121790a42f9922b7158f4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,USUM71101057,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.867,0.857,9.0,-5.892,1.0,0.0663,0.13,0.00171,0.13,0.402,130.048,4.0,,A&M,"C © 2011 Interscope Records, P ℗ 2011 Interscope Records",1
9103,spotify:track:3pYDZTJM2tVBUhIRifWVzI,Blow,spotify:artist:6LqNN22kT3074XbTVUrhzX,Kesha,spotify:album:0pGumY11G8OGH05ti6jh23,Cannibal (Expanded Edition),spotify:artist:6LqNN22kT3074XbTVUrhzX,Kesha,2010-11-19,https://i.scdn.co/image/ab67616d0000b2733556ff5e46e50eb27be71ebe,1,4,219973,https://p.scdn.co/mp3-preview/299be6d52d4bf03652a23ee1d9c596f612bdb7cc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,72,USRC11000889,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.753,0.729,11.0,-3.862,0.0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,4.0,,RCA Records Label,"P (P) 2010 RCA Records, a division of Sony Music Entertainment",1
9125,spotify:track:1yqMgZNrevsWMLWfO2PRp5,Charlie Brown,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2011-10-24,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,1,4,285159,https://p.scdn.co/mp3-preview/e0af2d50a09d4de440c3f86f5c08ea357c7fc3a2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,75,GBAYE1101180,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"permanent wave,pop",0.43,0.74,10.0,-7.072,1.0,0.0375,0.0212,0.00165,0.33,0.0948,137.978,4.0,,Parlophone UK,"C © 2011 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2011 Parlophone Records Ltd, a Warner Music Group Company",2
9133,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,spotify:album:2adSO4KU3FDjeM1PXCRDZm,The Business,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,2020-09-16,https://i.scdn.co/image/ab67616d0000b273f461bbc21a9bcec43a926973,1,1,164000,https://p.scdn.co/mp3-preview/e516723e41dab08c241fc981aeed21407f322d72?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,CYA112000624,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,4.0,,Atlantic Records,"C © 2020 Musical Freedom Label, LLC under exclusive license to Atlantic Recording Corporation for the world., P ℗ 2020 Musical Freedom Label, LLC under exclusive license to Atlantic Recording Corporation for the world.",1
9137,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,"spotify:artist:2KsP6tYLJlTBvSUxnwlVWa, spotify:artist:5iNrZmtVMtYev5M9yoWpEq","Mike Posner, Seeb",spotify:album:1Tz3Ai1guEFf4hV3d9i17K,"At Night, Alone.",spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,2016-05-06,https://i.scdn.co/image/ab67616d0000b273a19be7aca4a1fcd6e8a42c62,1,13,197933,https://p.scdn.co/mp3-preview/7bae6aac6d699135151854e9e3e5ae78f1a244f5?cid=9950ac751e34487dbbe027c4fd7f8e99,True,76,USUM71509342,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop dance,pop rap,pop dance",0.664,0.714,7.0,-6.645,0.0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,4.0,,"Monster Mountain, LLC / Island","C © 2016 Island Records, a division of UMG Recordings, Inc., P ℗ 2016 Island Records, a division of UMG Recordings, Inc.",1
9162,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,spotify:album:20lOt6G8MHv8ZO7ViOmiP7,Native,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,2013-01-01,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb,1,1,257265,https://p.scdn.co/mp3-preview/6316f6cf12631da62c5b786421b25e66c3ab4ea6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,89,USUM71301306,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"piano rock,pop",0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.118,0.477,122.016,4.0,,Mosley / Interscope,"C © 2013 Mosley Music/Interscope Records, P ℗ 2013 Mosley Music/Interscope Records",1
9172,spotify:track:0d5f6gzzW1Pgx9uJsLrSDP,Bom Bom - Radio Edit,spotify:artist:3tgiOZXeC1DIimfprvfL64,Sam And The Womp,spotify:album:69onf0drqjCpyjgJsIb8BJ,Bom Bom,spotify:artist:3tgiOZXeC1DIimfprvfL64,Sam And The Womp,2012-08-17,https://i.scdn.co/image/ab67616d0000b2732b9414d50b39ed61efa36eff,1,1,174033,https://p.scdn.co/mp3-preview/1a3e9295cd027e67fa2fe80aac0d8773f5baa4a4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,56,GBAHT1200388,spotify:user:bradnumber1,2021-08-08T09:26:31Z,balkan beats,0.755,0.925,0.0,-3.977,1.0,0.257,0.0213,3.32e-05,0.101,0.804,125.06,4.0,,Big Beat Records/Atlantic,"C 2012 © Stiff Records Limited under exclusive licence to One More Tune / Warner Music UK, P 2012 ℗ Stiff Records Limited under exclusive licence to One More Tune / Warner Music UK",1
9175,spotify:track:7pYFPMeK0TnaTGdS6qOtEr,Waterfall,"spotify:artist:7KUri7klyLaIFXLcuuOMCd, spotify:artist:1KCSPY1glIKqW2TotWuXOR, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Stargate, P!nk, Sia",spotify:album:4j8Wr17zfsvxEpeTXHbrmL,Waterfall,"spotify:artist:7KUri7klyLaIFXLcuuOMCd, spotify:artist:1KCSPY1glIKqW2TotWuXOR, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Stargate, P!nk, Sia",2017-03-10,https://i.scdn.co/image/ab67616d0000b27354c089210c98bb4c1f4e12ac,1,1,200029,https://p.scdn.co/mp3-preview/7797e970944d26f6060f8a5011f6fd9a461ed492?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,USRC11700338,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"norwegian pop,dance pop,pop,australian dance,australian pop,pop",0.372,0.919,11.0,-1.68,0.0,0.3,0.0987,0.0,0.234,0.419,182.785,4.0,,Interstellar Music/RCA Records,"P (P) 2017 Interstellar Music, under license to RCA Records, a division of Sony Music Entertainment",2
9176,spotify:track:78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,spotify:album:4pmyFpGicLLIgNPc1TQXKc,Boss Bitch,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,2020-01-23,https://i.scdn.co/image/ab67616d0000b27310356a0e81371e6644cb1371,1,1,134239,https://p.scdn.co/mp3-preview/5703175744792dd4ac2353a2d2599d1d458a02b8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,USAT21907355,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989,4.0,,Atlantic Records,"C © 2020 Kemosabe Records/RCA Records, P ℗ 2020 Kemosabe Records/RCA Records",1
9181,spotify:track:0UAEHlFR79k9CJvknSGUNf,Pump Up The Jam - Edit,"spotify:artist:2Cd98zHVdZeOCisc6Gi2sB, spotify:artist:1pvibpCqTQG4mnbZ7vVSDj","Technotronic, Felly",spotify:album:5uuAdNhG4ruMYRFPVCW8gL,Best Of,spotify:artist:2Cd98zHVdZeOCisc6Gi2sB,Technotronic,2011-01-01,https://i.scdn.co/image/ab67616d0000b273f1291485a66e5cbd0d9c878d,1,1,215040,https://p.scdn.co/mp3-preview/6f7f1a807709276c4e67a7eb4f95b3fa99397217?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,BEUM70800466,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"eurodance,hip house,new beat,synthpop",0.862,0.918,10.0,-7.325,0.0,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,4.0,,ARS Entertainment N.V.,"C © 2011 ARS Entertainment Belgium (A Division Of Universal Music Belgium), P This Compilation ℗ 2011 ARS Entertainment Belgium (A Division Of Universal Music Belgium)",1
9187,spotify:track:0qUnBLZ8bJqUNEeQgayL9t,Out Of The Woods,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2014-01-01,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,1,4,235800,https://p.scdn.co/mp3-preview/447e45abd2130003e87f3fd84c1c8bb87ea55358?cid=9950ac751e34487dbbe027c4fd7f8e99,False,77,USCJY1431329,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.553,0.841,7.0,-6.937,1.0,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,4.0,,"Big Machine Records, LLC","C © 2014 Apollo A-1 LLC, P ℗ 2014 Apollo A-1 LLC",2
9196,spotify:track:7kPYMrNaz5UTih75OfjTIV,Bright Lights Bigger City,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,spotify:album:5uR0dqBMYWZFYJT7mvPZ82,The Lady Killer (Deluxe),spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,2010-11-09,https://i.scdn.co/image/ab67616d0000b2731c44d79c994c1a26aa387617,1,2,218280,https://p.scdn.co/mp3-preview/2471399138037a8c4d297781931683fadca1a7ae?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,USAT21002307,spotify:user:bradnumber1,2021-08-08T09:26:31Z,atl hip hop,0.632,0.749,4.0,-5.125,1.0,0.0294,0.000282,1.31e-05,0.73,0.702,108.994,4.0,,Radiculture/Elektra,"C © 2010 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., P ℗ 2010 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.",1
9197,spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,spotify:album:3J8W9AOjQhnBLCX33m3atT,Heathens,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,2016-06-16,https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb,1,1,195920,https://p.scdn.co/mp3-preview/31b8d72a9480d06d28846b843539b8b5e58696db?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT21601930,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"modern rock,pop,pov: indie,rock",0.732,0.396,4.0,-9.348,0.0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4.0,,Atlantic Records,"C © 2016 Atlantic Recording Corporation & Warner Bros. Entertainment Inc., P ℗ 2016 Atlantic Recording Corporation & Warner Bros. Entertainment Inc.",0
